customer_id,age,gender,location,monthly_income,monthly_emi_outflow,current_outstanding,credit_utilization_ratio,num_open_loans,repayment_history_score,dpd_last_3_months,num_hard_inquiries_last_6m,recent_credit_card_usage,recent_loan_disbursed_amount,total_credit_limit,months_since_last_default,target_credit_score_movement
81139,35,Male,Semi-Urban,40797,4857,61923,0.15,3,78,29,1,39095,103284,397970,30.0,decrease
44980,49,Male,Urban,34213,19571,123157,0.28,2,37,29,0,11853,47703,303568,2.0,increase
32504,56,Male,Rural,70064,30567,202465,0.73,6,71,75,2,26343,47777,593449,24.0,decrease
64970,30,Male,Urban,34148,6679,105565,0.27,3,47,78,1,10709,54790,174147,56.0,stable
26766,48,Male,Urban,42392,5276,103324,0.82,4,32,38,1,18034,23736,224358,8.0,stable
21695,29,Female,Urban,59426,20581,284011,0.32,5,5,31,4,16025,80308,285657,35.0,increase
27796,41,Male,Urban,34089,20384,92909,0.76,1,0,60,2,23205,44947,188134,30.0,decrease
52543,30,Male,Rural,59079,16883,175455,0.87,2,62,76,0,9382,32788,341626,16.0,increase
24559,24,Female,Urban,49848,26914,95923,0.84,2,16,9,2,18873,86931,295381,6.0,increase
43139,24,Female,Rural,13641,6232,30138,0.23,0,92,77,2,4715,42044,109479,3.0,stable
18802,26,Male,Urban,66716,15253,299987,0.79,1,75,6,1,21101,57385,525791,32.0,stable
83843,46,Female,Rural,64942,7920,85719,0.9,1,62,67,2,31108,26924,269657,31.0,increase
50205,60,Female,Urban,37691,20403,72892,0.39,3,28,54,1,14076,12542,182632,3.0,increase
44159,36,Male,Rural,38772,19551,112219,0.51,2,39,3,3,7956,64272,339294,8.0,decrease
21516,28,Female,Semi-Urban,44242,20062,72136,0.99,3,13,80,2,24122,14113,175193,58.0,increase
60492,48,Female,Rural,61784,36406,273199,0.96,3,37,34,0,20067,73730,281686,60.0,decrease
39086,36,Female,Semi-Urban,57965,33054,220074,0.26,2,33,85,1,14942,0,238273,49.0,decrease
40480,58,Male,Urban,54082,10631,221794,0.47,4,22,64,0,19513,5957,366883,34.0,increase
62091,21,Male,Semi-Urban,64611,23432,245268,0.87,2,95,70,0,17595,61306,644432,24.0,increase
57766,39,Male,Urban,33382,6799,122160,0.9,2,1,30,1,11497,21969,171601,27.0,decrease
48737,37,Male,Urban,34068,18583,92008,0.44,2,79,89,0,26423,5933,152437,49.0,stable
19265,48,Male,Semi-Urban,71805,8679,194250,0.1,0,43,17,1,17097,11184,258181,11.0,increase
80990,64,Female,Urban,41204,18557,142445,0.9,3,17,85,1,28249,72886,212812,4.0,decrease
25386,32,Female,Semi-Urban,46024,20158,78942,0.47,4,68,30,1,35276,39938,188997,25.0,increase
47425,26,Male,Semi-Urban,45410,9554,74112,0.62,2,73,83,1,15588,59156,365201,22.0,increase
53254,27,Male,Rural,42949,24101,46581,0.78,3,92,67,2,44157,52980,191131,27.0,decrease
99863,28,Male,Semi-Urban,49363,19579,104696,0.64,2,14,30,5,15862,62129,234243,26.0,decrease
63634,23,Male,Urban,45991,25517,56879,0.32,2,5,73,1,0,28135,430567,27.0,stable
96717,41,Other,Semi-Urban,59680,19882,281620,0.17,1,37,12,2,8354,115198,229637,16.0,decrease
57662,28,Female,Semi-Urban,77604,39178,118331,0.97,4,29,24,0,25474,54124,646367,23.0,decrease
96988,48,Male,Semi-Urban,46963,23799,101650,0.54,0,10,3,1,21879,71020,329764,28.0,decrease
97527,50,Male,Urban,66190,28562,128246,0.11,2,46,72,0,12204,55102,477171,46.0,stable
85452,52,Male,Semi-Urban,50502,15828,158592,0.74,1,27,37,2,9289,12720,305393,11.0,decrease
20143,31,Female,Rural,43187,23833,68052,0.47,2,63,30,4,24926,40496,311530,8.0,increase
25581,40,Female,Urban,32928,17002,138838,0.25,1,9,20,1,10480,61660,328149,18.0,decrease
77443,36,Male,Semi-Urban,42014,9044,63556,0.43,1,14,37,1,11549,25720,325369,55.0,decrease
39424,45,Male,Rural,10000,3146,46330,0.42,1,40,26,3,14017,9145,91425,48.0,increase
98844,29,Male,Semi-Urban,57925,9868,243691,0.47,1,32,42,1,20320,18748,577319,21.0,increase
51984,59,Male,Urban,53960,6090,194824,0.71,3,65,75,1,25508,73950,271813,55.0,decrease
51505,60,Female,Urban,48694,6744,129470,0.13,7,18,70,1,20987,47051,195157,56.0,decrease
72699,60,Male,Semi-Urban,33746,5031,63056,0.45,1,31,26,0,25959,51617,189353,44.0,increase
36957,23,Other,Urban,50610,13865,86259,0.67,1,63,18,2,23217,26955,192307,11.0,stable
35464,36,Female,Rural,52987,29840,178932,1.0,5,26,87,0,32653,30568,248777,55.0,stable
33649,32,Male,Urban,49480,19482,205684,0.65,4,80,85,1,34136,43001,347069,18.0,stable
52065,35,Female,Semi-Urban,38305,20679,60965,0.93,1,92,25,3,12269,9740,340005,23.0,stable
44758,24,Male,Rural,50400,6231,157168,0.43,3,15,74,0,13647,97787,275776,21.0,increase
15596,43,Female,Urban,29375,12234,108973,0.53,2,98,60,3,19268,54933,93101,47.0,increase
26374,47,Male,Semi-Urban,58775,21184,152511,0.96,2,47,10,4,19863,46071,526767,51.0,increase
13775,59,Male,Rural,56597,10190,264043,0.44,2,93,66,3,22603,57402,431377,32.0,increase
37388,63,Female,Rural,75841,15815,189132,0.73,3,48,26,0,12740,0,487868,48.0,increase
31029,57,Male,Rural,33331,5872,91303,0.17,0,0,43,3,15202,28412,125676,22.0,decrease
93981,33,Male,Urban,43039,9448,103887,0.45,3,45,1,1,37435,73271,233279,20.0,increase
63639,63,Female,Urban,47244,4760,215930,0.32,2,2,19,0,17275,41049,158248,18.0,decrease
24645,57,Female,Urban,34973,9003,61698,0.32,1,3,75,1,7738,59833,226493,54.0,increase
41105,60,Female,Urban,34854,20578,77607,0.76,6,66,39,1,20283,58619,340819,55.0,decrease
23668,41,Female,Semi-Urban,44838,18552,185374,0.41,3,22,52,1,18393,42086,411284,48.0,decrease
25960,49,Male,Rural,29369,10856,75125,0.23,1,44,75,0,36423,34632,181638,4.0,stable
21357,49,Male,Urban,63147,23632,164460,0.95,3,28,53,5,25175,42151,418188,47.0,decrease
74604,31,Female,Rural,45754,18300,205201,0.29,6,26,20,0,26514,83547,314751,56.0,stable
61796,48,Female,Semi-Urban,54985,25849,138904,1.0,2,44,33,0,35209,89562,414527,53.0,increase
25804,30,Male,Semi-Urban,53802,26793,219831,0.12,1,51,81,0,28437,61486,263076,,decrease
24626,25,Female,Rural,53570,6141,211617,0.24,1,15,65,0,18404,54182,397319,,increase
38132,45,Female,Urban,58356,11277,227953,0.65,1,29,34,0,20972,24587,436323,4.0,stable
17951,53,Female,Urban,42375,7743,198701,0.95,3,13,9,3,35494,11455,172442,30.0,decrease
16449,37,Female,Urban,82278,23841,387707,0.8,2,71,20,2,16790,49517,772157,38.0,increase
29065,53,Male,Semi-Urban,48405,11270,128672,0.41,2,21,44,0,36423,100209,385726,52.0,increase
19130,45,Male,Urban,37620,19159,109100,0.65,4,16,22,3,25357,42847,312166,9.0,increase
99360,53,Female,Rural,30097,9191,122144,0.99,3,8,7,2,26335,27944,262742,5.0,decrease
72287,29,Female,Rural,27502,14310,43234,0.23,2,32,6,0,19647,86165,185062,13.0,increase
61702,47,Other,Rural,101074,46238,200499,0.38,2,97,0,2,9132,62926,379050,2.0,increase
46993,45,Female,Rural,52676,16847,257161,0.78,0,26,88,0,12543,92225,467008,9.0,decrease
41875,24,Male,Semi-Urban,39427,22825,87138,0.4,3,78,23,3,22879,78405,173013,,increase
16054,29,Male,Semi-Urban,36665,18153,115368,0.57,1,93,39,3,8012,55013,297624,22.0,increase
58517,35,Female,Urban,59817,26988,103155,0.6,2,75,88,1,7412,70386,302787,54.0,increase
86368,36,Male,Urban,37673,18519,122712,0.81,2,5,48,2,9182,50034,124837,35.0,stable
39670,36,Male,Rural,56212,17405,243611,0.86,1,15,59,2,13449,56512,463930,24.0,decrease
59112,33,Female,Urban,59811,9298,288438,0.87,1,10,82,2,27060,29564,355482,11.0,increase
98388,34,Female,Urban,53709,16414,143793,0.77,8,25,70,0,19567,69794,464099,5.0,decrease
99156,42,Female,Urban,21157,7569,96496,0.48,2,95,1,1,8776,46790,126241,35.0,increase
38307,41,Male,Semi-Urban,70335,10781,199312,0.83,5,28,18,3,10723,69779,473578,51.0,decrease
77087,29,Male,Urban,58239,16607,250962,0.54,2,89,36,3,23616,59653,486707,18.0,stable
57922,61,Male,Semi-Urban,80635,45461,150482,0.2,3,37,63,1,30010,56782,546402,9.0,stable
73080,24,Female,Rural,58725,9759,174321,0.34,1,85,88,1,24231,53506,331824,22.0,stable
89335,30,Female,Urban,38481,15899,166576,0.54,1,48,35,4,16189,76754,227283,31.0,increase
36312,55,Male,Urban,44512,23249,141214,0.23,1,95,12,2,23525,98518,181795,58.0,increase
76985,29,Male,Urban,47891,22326,156687,0.58,3,29,48,0,25593,51638,363333,32.0,increase
67608,36,Male,Urban,45543,8986,162234,0.62,6,86,12,3,18714,52412,157052,2.0,decrease
99962,38,Female,Urban,40411,12289,48517,0.9,2,21,86,0,15031,63844,376307,12.0,increase
50277,30,Male,Semi-Urban,53915,20533,59564,0.33,4,84,83,2,24549,31037,470347,2.0,stable
41551,41,Male,Semi-Urban,41121,6865,66050,0.76,3,28,14,3,12788,39046,145491,20.0,decrease
99813,35,Male,Semi-Urban,72864,16768,189614,0.98,2,59,73,2,16200,51497,365542,34.0,decrease
66597,35,Female,Rural,27906,11991,108021,0.84,1,24,5,3,14754,25469,156366,34.0,decrease
55212,31,Male,Urban,47545,24590,70071,0.68,2,33,53,2,27773,28254,319041,22.0,decrease
19637,60,Male,Urban,36043,20571,126445,0.67,2,69,1,0,25904,46866,178137,44.0,increase
53258,62,Male,Semi-Urban,46408,9519,93335,0.82,4,18,19,2,20075,9115,173408,7.0,increase
45693,61,Male,Urban,62007,23084,121135,0.53,2,11,81,4,21566,19958,507052,13.0,decrease
19824,57,Female,Urban,57117,23902,190310,0.62,7,13,50,1,28943,86280,395001,18.0,stable
36950,40,Male,Semi-Urban,74195,34048,323129,0.66,2,45,11,0,13836,90069,389091,33.0,decrease
33488,54,Male,Urban,30518,13029,119501,0.45,3,59,82,0,25875,75061,118020,56.0,stable
10215,42,Female,Urban,26284,12906,76427,0.2,3,11,61,1,7101,46004,113960,18.0,stable
21523,38,Female,Urban,34478,10369,148423,0.1,1,85,50,1,27354,17649,185255,45.0,stable
85900,36,Male,Semi-Urban,29294,10512,54333,0.87,1,62,66,0,17644,75960,89337,8.0,increase
78689,25,Male,Urban,56642,10317,114426,0.11,1,40,43,2,28959,12185,318693,,stable
33834,21,Female,Urban,62047,7082,133841,0.11,1,18,55,1,7360,103489,458904,15.0,increase
44474,39,Female,Rural,70632,12962,213330,0.48,2,92,44,0,9377,8657,640129,21.0,decrease
53066,30,Other,Urban,26047,11839,97593,0.45,1,93,52,0,14690,59962,88879,59.0,increase
20400,41,Female,Urban,39567,9482,185950,0.26,2,5,79,1,26032,77638,307656,21.0,decrease
20345,33,Female,Semi-Urban,29083,13815,103145,0.64,2,66,58,1,16383,72830,281665,6.0,decrease
43896,44,Male,Urban,34442,3955,78262,0.36,1,26,43,1,24767,20302,116314,44.0,increase
95430,43,Male,Semi-Urban,57828,14895,101527,0.75,0,43,13,1,13218,27665,535898,17.0,stable
38899,43,Female,Semi-Urban,19378,2440,81494,0.53,0,66,51,2,19693,39359,133822,37.0,increase
38229,31,Female,Urban,32771,15655,107897,0.54,2,74,23,1,9541,27614,317815,21.0,decrease
15583,22,Female,Semi-Urban,49155,14945,122738,0.74,2,59,54,2,22717,52377,247977,16.0,decrease
14897,26,Female,Rural,21877,4165,65416,0.45,2,16,61,0,3905,54115,208321,40.0,decrease
81537,31,Female,Semi-Urban,67034,25946,165685,0.69,1,78,8,2,32835,10705,384284,3.0,stable
14567,35,Female,Urban,39596,23116,168736,0.98,0,51,20,0,16392,42200,309150,31.0,decrease
84807,29,Male,Urban,78059,9745,284817,0.83,4,26,27,3,18989,61857,733072,25.0,stable
87239,32,Male,Rural,51777,20928,83977,0.88,3,71,66,3,3404,24835,447117,57.0,increase
23329,56,Male,Semi-Urban,43904,19639,185596,0.21,0,9,85,3,39522,38794,221855,49.0,increase
81792,48,Female,Urban,31924,16666,98003,0.24,3,81,16,3,39864,14115,135596,8.0,increase
10228,43,Male,Rural,32251,8566,104233,0.94,5,72,56,2,7329,99894,131852,1.0,increase
92214,47,Female,Urban,30458,12994,46046,0.89,1,99,42,2,13003,65967,226285,39.0,increase
47052,44,Female,Semi-Urban,55645,7874,164299,0.72,1,36,8,1,36504,74709,414309,45.0,decrease
67769,34,Female,Semi-Urban,67990,10419,182008,0.55,1,85,8,2,26076,54155,329479,53.0,decrease
56032,55,Male,Rural,57627,26478,209241,0.26,1,49,66,2,37962,17981,511706,10.0,stable
98721,47,Male,Urban,27321,8969,92015,0.22,3,45,14,0,11368,36925,247367,49.0,decrease
43686,41,Male,Semi-Urban,50259,17686,73830,0.76,2,7,44,1,6729,39380,443083,27.0,increase
86981,33,Other,Semi-Urban,47521,25455,170358,0.7,1,2,42,4,26328,46308,225628,6.0,increase
73261,28,Female,Urban,44972,7797,115168,0.19,3,2,80,0,19438,43434,280201,54.0,increase
12809,64,Male,Semi-Urban,19118,3705,68193,0.14,1,40,57,2,9189,78568,81219,50.0,decrease
51785,64,Male,Urban,11759,3479,24203,0.29,2,42,82,1,25760,28191,86820,7.0,increase
46547,64,Female,Urban,40137,11569,67753,0.29,1,74,84,2,18055,64233,152394,21.0,decrease
52818,54,Male,Urban,37942,14420,185245,0.8,2,24,15,1,33888,32526,194988,26.0,decrease
81927,62,Male,Urban,66364,21111,169342,0.54,2,85,47,2,22257,36130,396848,22.0,decrease
75681,43,Male,Urban,60617,14931,106771,0.67,4,30,9,2,25894,85494,496423,57.0,stable
89465,29,Male,Urban,54681,28779,170729,0.42,2,41,57,2,16605,63740,544767,37.0,stable
99862,21,Male,Semi-Urban,38932,6837,124669,0.27,4,44,30,1,38551,46236,233518,33.0,decrease
47333,56,Female,Urban,69970,7340,164992,0.61,0,84,15,2,18763,40839,318900,25.0,increase
26576,36,Male,Rural,77319,13323,155267,0.72,0,46,4,0,19132,46550,615052,27.0,stable
49405,45,Male,Urban,59804,20312,136190,0.31,3,12,62,5,7786,75199,414007,3.0,increase
83779,38,Male,Semi-Urban,42022,16520,179436,0.96,1,69,67,1,24940,64272,191766,6.0,increase
41601,54,Female,Urban,46503,8258,148539,0.49,1,93,4,0,9829,45241,443351,32.0,decrease
77946,58,Male,Semi-Urban,88074,34071,211410,0.89,3,44,15,1,15023,57584,647606,52.0,increase
77356,23,Male,Urban,54000,6385,245812,0.28,2,67,70,2,14147,74973,531553,30.0,increase
62116,40,Male,Semi-Urban,68997,28288,152296,0.13,1,94,41,3,22735,46261,522716,36.0,decrease
72894,39,Female,Urban,45513,16576,168172,0.68,2,72,39,2,21793,48299,450495,53.0,decrease
44635,33,Female,Urban,35940,11110,136011,0.15,4,92,45,4,30206,40925,327182,36.0,stable
17465,37,Other,Urban,37305,20927,113931,0.66,3,1,36,2,22257,41330,321115,22.0,decrease
66754,34,Female,Urban,12089,3838,56177,0.53,0,13,74,1,26398,51469,109977,38.0,increase
95119,50,Female,Urban,40871,11637,137731,0.69,5,93,41,0,19268,63195,133300,,increase
48871,42,Female,Urban,77724,16415,377592,0.18,1,37,66,1,32453,98465,443676,47.0,increase
72874,63,Female,Semi-Urban,53621,13753,56132,0.4,3,22,27,1,26695,104749,273630,,increase
87733,63,Female,Urban,43523,9120,139168,0.61,3,20,55,0,13981,57334,404026,16.0,stable
39511,49,Male,Semi-Urban,33105,6210,116122,0.89,4,1,18,0,21181,58976,275192,35.0,increase
90960,22,Female,Semi-Urban,58409,17990,75221,0.64,4,61,56,1,15668,61146,530104,24.0,stable
58821,28,Male,Semi-Urban,57884,7480,116866,0.25,2,85,14,1,6657,26920,426244,59.0,stable
75776,34,Female,Semi-Urban,57541,23937,200965,0.42,2,82,35,1,15686,60915,290273,29.0,decrease
80167,54,Female,Semi-Urban,41144,13807,201093,0.14,3,61,13,3,20406,48804,382051,44.0,increase
85135,33,Female,Semi-Urban,43754,8716,208666,0.61,2,89,85,2,13344,35252,409223,4.0,decrease
54462,30,Female,Rural,49526,5116,144504,0.25,2,85,76,4,12364,42901,381847,21.0,stable
71382,28,Male,Semi-Urban,28830,11144,49188,0.7,1,87,6,4,21089,51402,124730,,stable
42574,27,Female,Urban,67273,9011,87293,0.8,4,18,65,2,20285,71517,496131,27.0,increase
51910,33,Other,Urban,32000,18913,94026,0.16,1,78,23,3,21130,83365,228433,,stable
83531,46,Other,Urban,80713,27669,255749,0.14,4,63,72,0,19631,27708,540436,,increase
35186,52,Female,Rural,53813,19883,202552,0.69,1,7,86,1,18630,71576,369979,9.0,increase
32813,39,Female,Rural,56792,31029,156514,0.91,1,99,20,2,17427,32643,520997,12.0,decrease
88812,35,Male,Urban,29198,16757,66989,1.0,0,29,18,0,21068,99246,144981,53.0,increase
95525,22,Male,Rural,53153,30108,237442,0.14,0,73,88,1,39592,46816,511518,50.0,decrease
88282,57,Male,Urban,64441,20694,168010,0.86,4,56,7,1,21162,45354,315014,8.0,increase
28557,39,Male,Urban,54268,11395,85039,0.79,3,77,8,2,31854,30155,505166,52.0,increase
38060,53,Female,Semi-Urban,51789,28256,135380,0.1,5,1,67,1,25315,71059,301475,7.0,stable
68866,59,Female,Semi-Urban,46008,10539,211140,0.68,1,66,3,4,9039,30085,250936,,increase
82104,53,Female,Semi-Urban,55609,14447,140443,0.71,0,50,23,3,25339,75268,236120,16.0,decrease
94577,21,Male,Rural,44147,6942,173323,0.17,1,69,22,3,39021,0,384087,26.0,decrease
16080,59,Male,Urban,54551,28778,252164,0.44,1,99,15,1,4792,20751,165889,59.0,stable
23854,48,Male,Urban,72914,40532,92124,0.65,3,4,6,2,9389,50247,253334,57.0,increase
77695,37,Male,Urban,68030,34459,184068,0.38,2,85,62,1,19932,53985,506690,24.0,increase
37025,26,Female,Rural,52688,13290,121385,0.6,4,100,28,1,17627,58661,512830,4.0,increase
62982,64,Female,Urban,32786,16519,92878,0.3,4,98,48,0,22275,41860,296025,10.0,increase
51081,40,Male,Semi-Urban,46753,7517,58376,0.68,0,28,88,2,5084,30036,155918,14.0,increase
14368,33,Female,Semi-Urban,56715,27824,82236,0.27,2,50,79,1,15926,43440,196762,,decrease
37094,32,Female,Urban,57901,33069,170362,0.31,1,40,13,1,20946,36473,506133,1.0,decrease
56040,50,Male,Rural,66929,14675,314300,0.76,3,57,29,0,36663,105963,509243,39.0,stable
76766,41,Other,Urban,32014,11535,44324,0.21,2,66,37,1,16951,41066,235801,41.0,decrease
93053,22,Female,Rural,65658,26612,90696,0.56,1,54,50,0,10671,92475,333391,27.0,stable
33991,38,Female,Urban,60359,19620,117382,0.8,5,94,23,3,23193,54426,543224,0.0,decrease
11301,48,Female,Semi-Urban,69479,16425,104946,0.78,2,49,29,3,19520,25661,329915,56.0,stable
38610,24,Male,Urban,31129,10127,79628,0.56,2,17,12,0,23316,72926,257926,16.0,decrease
91463,62,Female,Urban,98049,40393,298140,0.81,0,52,80,0,18623,30085,671765,57.0,increase
44678,63,Male,Rural,35266,10814,146565,0.46,4,27,10,2,22897,49844,162415,45.0,increase
34466,26,Female,Rural,40448,18203,73121,0.96,3,39,78,1,26424,46773,318997,56.0,decrease
90440,58,Female,Rural,39529,5260,41410,0.52,3,63,49,2,14155,39757,238459,5.0,decrease
50875,29,Male,Semi-Urban,59305,21233,226781,0.98,1,21,48,2,29750,66095,236540,52.0,stable
36081,40,Male,Rural,53965,29527,155058,0.85,2,32,64,3,38565,107991,376533,25.0,increase
34354,50,Female,Urban,46244,27569,114766,0.1,2,78,69,1,18315,0,430042,32.0,increase
28300,57,Female,Rural,72659,27757,313394,0.37,2,29,4,4,7352,65876,264708,45.0,increase
74384,58,Female,Rural,61931,22032,121232,0.38,1,70,47,2,28810,62103,429646,55.0,decrease
70892,24,Male,Rural,42575,11528,107957,0.26,1,33,79,1,22185,47360,270186,2.0,decrease
45525,58,Female,Semi-Urban,34172,7227,95205,0.37,5,19,43,2,19413,26641,123355,3.0,stable
36532,33,Male,Rural,66673,14818,147665,0.44,1,95,52,3,15342,34130,255126,,increase
16464,55,Male,Rural,35833,4067,72342,0.78,3,92,49,0,15288,37521,302620,14.0,stable
26562,50,Male,Urban,59629,35157,215595,0.94,3,13,4,4,18571,103112,243151,3.0,increase
65514,62,Female,Urban,14326,2815,50534,0.61,1,14,41,3,20109,54794,105373,35.0,decrease
84219,24,Female,Urban,49437,18394,190795,0.93,2,7,69,1,27599,8489,246814,23.0,decrease
42634,45,Male,Semi-Urban,73083,9144,207069,0.76,5,90,18,3,24680,0,271508,47.0,decrease
10060,51,Female,Urban,57375,8825,256439,0.8,2,67,55,0,18110,51343,203981,20.0,increase
19269,32,Female,Semi-Urban,74984,37348,189672,0.93,3,50,87,1,28001,32174,454529,52.0,decrease
73143,35,Female,Urban,42441,17116,57569,0.4,1,97,14,0,18880,65889,387533,49.0,stable
33065,46,Female,Urban,53928,8737,227079,0.37,2,87,54,1,14611,84926,260641,,increase
12895,30,Female,Urban,47385,16309,64084,0.74,1,69,7,2,27052,21857,446125,,stable
90859,32,Male,Urban,50746,13415,243603,0.35,4,16,46,1,29769,95586,464383,53.0,decrease
22352,42,Female,Urban,36188,12396,112665,0.56,2,18,1,3,16540,100136,242271,,increase
59737,60,Male,Urban,50585,7783,165669,0.39,3,81,8,1,20514,35947,318867,28.0,decrease
42016,41,Female,Rural,46135,25196,113591,0.35,0,12,68,3,20467,74629,358039,3.0,decrease
71304,55,Female,Urban,42633,16273,197695,0.39,5,23,86,0,20519,72336,361412,16.0,decrease
21962,27,Female,Urban,41712,15397,68535,0.98,2,99,35,0,27940,66589,362798,14.0,decrease
43302,38,Other,Urban,44104,8285,116955,0.86,3,20,4,1,31113,65737,142246,4.0,stable
95382,47,Male,Semi-Urban,64385,24029,130253,0.7,1,27,12,2,23195,30268,367039,52.0,stable
14011,55,Male,Urban,52956,31342,136207,0.3,1,74,79,0,22605,38363,191899,51.0,decrease
29782,22,Female,Urban,46487,7451,98559,0.37,0,3,70,0,17278,62561,278569,59.0,increase
77691,52,Male,Urban,56994,25775,136118,0.94,1,56,50,2,20373,83027,411962,51.0,stable
49725,35,Male,Semi-Urban,56134,16465,67395,0.57,1,27,56,1,9266,39628,475395,52.0,decrease
19196,44,Female,Semi-Urban,47364,23122,133656,0.15,2,6,86,2,23366,47733,168340,59.0,decrease
53459,40,Male,Semi-Urban,32381,11631,76039,0.77,3,59,61,3,23526,66709,116449,42.0,stable
97245,30,Male,Urban,13751,7586,57728,0.35,2,89,39,3,35412,21716,52383,,stable
88863,44,Other,Semi-Urban,76197,10818,230340,0.22,1,71,52,0,17175,82083,287434,59.0,decrease
42769,44,Female,Urban,47778,14881,159885,0.76,1,21,0,0,27771,38494,410816,53.0,decrease
34700,44,Female,Urban,36993,9703,153417,0.3,0,89,80,1,23033,46761,343984,44.0,stable
90356,60,Female,Urban,38009,20629,156410,0.86,3,84,90,1,21274,60576,339551,35.0,increase
86427,54,Male,Semi-Urban,63686,7612,233710,0.76,3,62,30,0,18698,20688,595398,25.0,decrease
15269,61,Female,Rural,80775,15330,360734,0.96,1,87,39,1,13135,24090,605513,47.0,decrease
53880,60,Female,Urban,65022,21641,150395,0.77,2,69,10,2,19375,50523,553823,47.0,increase
18320,31,Male,Urban,37469,13815,143999,0.43,2,75,40,3,17918,48131,218512,30.0,stable
59589,46,Other,Urban,75266,25808,129045,0.86,1,84,88,3,25303,50449,706335,4.0,stable
86276,21,Male,Urban,77430,30892,269685,0.41,4,14,58,0,13938,0,357268,50.0,stable
45897,50,Other,Urban,20264,11443,98954,0.48,2,46,49,2,24406,53080,180805,18.0,increase
68565,63,Female,Semi-Urban,74993,31723,178759,0.48,1,29,39,0,22449,76401,389073,41.0,increase
40930,38,Male,Urban,36398,12160,54375,0.15,4,9,29,6,7642,37921,301698,33.0,stable
67233,46,Female,Semi-Urban,54293,21893,145496,0.89,1,8,5,1,10856,104872,216056,27.0,stable
92821,29,Male,Semi-Urban,77142,15895,209245,0.35,4,55,21,0,23433,42368,275306,5.0,increase
24380,29,Female,Urban,36597,4687,125746,0.4,2,43,71,0,19385,61952,184746,9.0,decrease
86896,21,Male,Urban,61823,27518,113007,0.41,1,79,46,1,42345,29701,254325,5.0,stable
80934,27,Female,Semi-Urban,64052,30682,302276,0.82,1,51,34,4,23655,56401,297128,57.0,decrease
65830,64,Female,Rural,55949,32087,162783,0.74,1,19,22,1,13136,39185,272840,14.0,stable
15529,62,Female,Semi-Urban,32643,18927,132662,0.92,2,1,25,0,14213,41405,131681,8.0,decrease
92987,36,Female,Urban,52842,28443,79107,0.46,2,45,16,0,25701,17381,168459,27.0,stable
59178,58,Male,Semi-Urban,37867,21110,87426,0.66,1,89,90,1,19213,32272,316090,0.0,decrease
16937,31,Female,Semi-Urban,60802,29177,117999,0.74,1,39,90,1,12735,58983,595960,,increase
49886,45,Male,Urban,70221,38447,180265,0.34,3,24,41,1,20187,14796,247383,,decrease
59699,49,Male,Semi-Urban,72397,7309,81003,0.71,2,21,32,1,8802,55071,366730,1.0,increase
86396,39,Female,Urban,68269,7817,113882,0.83,1,40,39,2,27389,60581,402650,42.0,increase
35279,38,Female,Urban,22527,10898,63781,0.64,2,81,57,2,27620,28464,217140,33.0,increase
48106,49,Female,Urban,30425,15726,48389,0.86,1,39,61,1,27141,49080,227184,33.0,decrease
89737,36,Male,Semi-Urban,28517,6956,127602,0.4,4,75,77,4,16264,80167,284836,43.0,increase
50544,60,Female,Semi-Urban,45903,5751,120536,0.66,1,66,73,2,38104,4952,402633,18.0,increase
18997,28,Male,Urban,63504,6955,263521,0.22,0,10,25,2,13750,31849,277204,14.0,decrease
95711,54,Male,Semi-Urban,48458,6677,136714,0.33,0,42,29,1,25124,99842,458469,28.0,increase
50860,26,Other,Urban,41503,13908,47987,0.9,2,49,17,4,15844,40231,321843,7.0,stable
13225,50,Male,Rural,24205,14007,57911,0.35,1,35,20,0,21047,50880,131890,3.0,stable
69470,64,Male,Urban,68540,8235,199428,0.88,2,19,3,1,18763,53774,275473,37.0,stable
73656,54,Male,Semi-Urban,60130,18592,141881,0.43,3,41,36,2,31385,64343,214853,52.0,increase
61880,41,Male,Urban,56473,20894,190281,0.84,1,96,70,2,28004,69102,435174,23.0,stable
71078,32,Male,Urban,40535,16832,129927,0.55,2,12,86,1,21231,81471,163195,15.0,decrease
98646,26,Female,Urban,55981,16947,267938,0.96,2,38,85,4,19382,54545,448000,49.0,increase
86290,59,Female,Urban,41292,20913,102373,0.2,4,11,61,2,0,49168,341916,59.0,decrease
66633,26,Female,Rural,49119,8945,102044,0.58,3,12,37,3,23983,34289,449568,57.0,stable
36655,24,Male,Urban,62464,6724,220650,0.13,1,27,15,1,17135,40698,191054,23.0,increase
53601,29,Female,Urban,32113,15138,86879,0.86,1,77,5,0,4549,6223,166541,52.0,stable
13114,25,Female,Semi-Urban,51941,29718,54283,0.32,2,62,9,3,27587,82342,468216,52.0,stable
36502,30,Male,Rural,69920,36601,251375,0.83,5,70,65,1,22940,36797,216714,56.0,increase
59768,28,Female,Semi-Urban,79343,37651,274042,0.75,2,24,44,0,18361,43160,364078,25.0,decrease
58128,43,Female,Rural,32131,4893,51437,0.44,1,5,90,0,26016,48956,111231,12.0,decrease
30028,24,Female,Urban,52596,26157,124563,0.91,3,47,38,2,14497,48496,425696,7.0,stable
65565,57,Other,Urban,41021,14559,179706,0.15,0,4,7,3,25507,74219,381790,9.0,decrease
93123,27,Other,Urban,71267,17673,229215,0.13,2,39,4,1,13380,40199,641607,52.0,increase
